Sales Person,Geo,Product,Date,Amount,Boxes
SP12,G5,P16,2022-09-04,6545,219
SP04,G2,P07,2022-09-04,9982,357
SP21,G6,P13,2022-09-04,6363,398
SP04,G5,P15,2022-09-04,14336,1304
SP24,G1,P10,2022-09-04,7063,253
SP17,G5,P11,2022-09-04,5551,199
SP05,G2,P09,2022-09-04,448,38
SP11,G6,P21,2022-09-05,9121,481
SP04,G3,P09,2022-09-05,6258,626
SP20,G3,P18,2022-09-05,10752,347
SP08,G4,P13,2022-09-05,12411,540
SP11,G5,P18,2022-09-05,308,10
SP25,G2,P12,2022-09-05,10689,764
SP04,G6,P07,2022-09-05,448,16
SP11,G2,P05,2022-09-05,4410,260
SP15,G6,P15,2022-09-08,6265,570
SP05,G3,P21,2022-09-08,7301,366
SP03,G5,P18,2022-09-08,4802,185
SP14,G3,P01,2022-09-08,1358,53
SP21,G2,P02,2022-09-08,1610,147
SP03,G6,P22,2022-09-08,63,3
SP05,G4,P21,2022-09-08,161,8
SP02,G3,P03,2022-09-08,1246,70
SP15,G1,P11,2022-09-08,49,3
SP09,G2,P03,2022-09-08,4032,202
SP18,G3,P09,2022-09-08,1085,181
SP10,G2,P10,2022-09-08,4347,174
SP15,G5,P17,2022-09-08,7084,322
SP13,G3,P04,2022-09-08,5383,300
SP06,G3,P12,2022-09-08,1351,123
SP19,G5,P19,2022-09-08,3591,257
SP13,G3,P12,2022-09-08,1540,154
SP22,G2,P07,2022-09-08,9884,341
SP18,G1,P13,2022-09-08,9415,554
SP02,G5,P07,2022-09-08,1778,66
SP17,G3,P04,2022-09-08,8120,370
SP23,G6,P01,2022-09-08,2849,95
SP13,G5,P13,2022-09-08,2408,115
SP07,G3,P17,2022-09-08,12075,549
SP06,G3,P18,2022-09-08,2730,95
SP19,G6,P04,2022-09-09,1778,112
SP18,G4,P09,2022-09-09,4725,591
SP13,G3,P20,2022-09-09,6405,338
SP03,G6,P08,2022-09-09,2674,122
SP24,G1,P08,2022-09-09,5908,311
SP24,G5,P03,2022-09-09,7301,457
SP24,G2,P10,2022-09-09,154,6
SP12,G2,P09,2022-09-09,343,29
SP03,G4,P19,2022-09-09,14903,1656
SP17,G4,P12,2022-09-09,5390,318
SP09,G5,P03,2022-09-09,553,27
SP23,G6,P10,2022-09-09,7266,346
SP14,G4,P05,2022-09-09,8792,419
SP05,G1,P04,2022-09-09,8967,561
SP24,G1,P13,2022-09-09,3661,167
SP13,G4,P19,2022-09-10,1344,112
SP15,G5,P09,2022-09-10,10262,856
SP03,G1,P05,2022-09-10,4480,264
SP21,G4,P22,2022-09-10,7784,300
SP01,G2,P17,2022-09-10,19054,658
SP17,G4,P08,2022-09-10,23268,1058
SP08,G1,P06,2022-09-11,3885,195
SP17,G6,P06,2022-09-11,7147,477
SP19,G1,P16,2022-09-11,4571,164
SP23,G5,P20,2022-09-11,7973,614
SP07,G6,P01,2022-09-11,6055,202
SP09,G4,P03,2022-09-11,847,43
SP08,G4,P09,2022-09-11,4914,702
SP02,G5,P08,2022-09-11,1358,76
SP01,G4,P17,2022-09-11,1428,50
SP14,G2,P22,2022-09-11,8764,439
SP25,G5,P03,2022-09-11,10472,456
SP22,G6,P10,2022-09-11,1960,70
SP03,G3,P06,2022-09-11,10171,536
SP04,G3,P15,2022-09-11,8253,551
SP01,G1,P16,2022-09-11,9534,367
SP19,G3,P08,2022-09-11,5936,350
SP01,G6,P06,2022-09-12,154,8
SP08,G4,P18,2022-09-12,5663,196
SP09,G6,P15,2022-09-12,11298,1256
SP19,G3,P01,2022-09-12,1309,49
SP03,G6,P06,2022-09-12,3815,212
SP23,G5,P07,2022-09-12,385,16
SP18,G2,P22,2022-09-12,315,15
SP06,G1,P22,2022-09-12,11823,657
SP03,G5,P07,2022-09-12,2891,108
SP22,G6,P05,2022-09-12,5278,264
SP20,G6,P10,2022-09-12,8036,335
SP21,G6,P22,2022-09-12,2940,128
SP02,G1,P22,2022-09-12,8309,333
SP12,G1,P07,2022-09-12,1820,63
SP08,G2,P09,2022-09-12,1393,127
SP02,G4,P18,2022-09-12,6440,215
SP07,G6,P16,2022-09-12,2275,99
SP01,G6,P10,2022-09-12,3941,180
SP23,G6,P19,2022-09-12,49,4
SP18,G2,P03,2022-09-12,3346,168
SP14,G1,P14,2022-09-15,4592,511
SP21,G5,P12,2022-09-15,8862,522
SP22,G4,P06,2022-09-15,9590,640
SP04,G2,P13,2022-09-15,7175,359
SP11,G1,P10,2022-09-15,2534,91
SP02,G1,P06,2022-09-15,1162,62
SP10,G3,P05,2022-09-15,7042,470
SP06,G1,P20,2022-09-15,7392,493
SP24,G3,P05,2022-09-15,371,20
SP23,G4,P06,2022-09-16,7728,368
SP20,G5,P18,2022-09-16,518,21
SP08,G1,P07,2022-09-16,8547,317
SP15,G5,P05,2022-09-16,4018,192
SP21,G4,P17,2022-09-16,6118,266
SP12,G4,P11,2022-09-16,1582,55
SP23,G4,P13,2022-09-16,3626,214
SP18,G3,P11,2022-09-16,8981,360
SP08,G2,P19,2022-09-16,3304,255
SP03,G6,P11,2022-09-16,6076,196
SP04,G1,P15,2022-09-16,12530,964
SP02,G2,P20,2022-09-16,3675,283
SP15,G6,P04,2022-09-16,434,28
SP10,G1,P20,2022-09-16,5509,307
SP01,G1,P21,2022-09-16,10843,517
SP01,G3,P09,2022-09-16,7623,587
SP01,G3,P12,2022-09-16,7623,636
SP01,G3,P10,2022-09-17,6573,313
SP05,G1,P14,2022-09-17,2520,149
SP04,G1,P21,2022-09-17,910,54
SP24,G2,P19,2022-09-17,5397,416
SP16,G3,P16,2022-09-17,4263,158
SP19,G6,P17,2022-09-17,7637,273
SP11,G3,P13,2022-09-17,15239,953
SP23,G2,P08,2022-09-17,7840,392
SP16,G3,P18,2022-09-17,1302,51
SP16,G2,P17,2022-09-17,3192,128
SP23,G4,P16,2022-09-17,4312,188
SP18,G2,P16,2022-09-17,6258,224
SP05,G2,P22,2022-09-17,7931,418
SP19,G3,P22,2022-09-17,2576,129
SP03,G1,P17,2022-09-17,623,22
SP20,G6,P17,2022-09-17,7567,292
SP13,G1,P22,2022-09-18,6363,266
SP02,G3,P22,2022-09-18,1645,75
SP25,G3,P19,2022-09-18,12740,980
SP12,G3,P20,2022-09-18,6755,483
SP15,G1,P12,2022-09-18,13321,833
SP09,G5,P21,2022-09-18,1078,57
SP14,G3,P08,2022-09-18,13104,624
SP07,G3,P18,2022-09-18,10241,366
SP19,G6,P13,2022-09-19,1904,112
SP15,G3,P20,2022-09-19,4116,217
SP09,G3,P10,2022-09-19,1302,55
SP03,G3,P10,2022-09-19,4606,210
SP25,G1,P06,2022-09-19,8526,569
SP19,G3,P17,2022-09-22,13832,577
SP03,G6,P17,2022-09-22,10962,392
SP04,G1,P05,2022-09-22,5383,317
SP25,G5,P15,2022-09-22,2856,179
SP19,G2,P16,2022-09-22,2954,96
SP05,G2,P10,2022-09-22,14385,600
SP10,G6,P06,2022-09-22,10346,647
SP24,G1,P20,2022-09-22,1568,83
SP11,G6,P16,2022-09-22,3682,148
SP02,G1,P11,2022-09-22,5544,185
SP02,G2,P11,2022-09-22,252,10
SP06,G3,P08,2022-09-22,6230,271
SP15,G4,P11,2022-09-23,3724,129
SP02,G4,P12,2022-09-23,5544,427
SP01,G6,P04,2022-09-23,8624,392
SP17,G1,P02,2022-09-23,4627,515
SP01,G5,P12,2022-09-23,13237,1019
SP08,G3,P05,2022-09-23,3143,158
SP22,G3,P16,2022-09-23,8631,376
SP06,G3,P21,2022-09-23,4886,288
SP18,G4,P03,2022-09-23,5012,295
SP20,G2,P05,2022-09-23,7847,462
SP01,G3,P02,2022-09-24,2709,301
SP20,G6,P01,2022-09-24,8918,372
SP02,G6,P17,2022-09-24,11942,543
SP08,G6,P19,2022-09-24,19173,1279
SP16,G1,P17,2022-09-24,2590,87
SP16,G4,P04,2022-09-24,2555,160
SP10,G5,P05,2022-09-24,861,46
SP07,G5,P17,2022-09-24,11956,544
SP07,G4,P19,2022-09-24,8589,661
SP05,G6,P22,2022-09-24,6496,361
SP20,G3,P01,2022-09-24,5299,204
SP13,G6,P21,2022-09-24,4858,324
SP15,G4,P08,2022-09-24,357,19
SP08,G1,P02,2022-09-24,5264,405
SP09,G5,P10,2022-09-24,7896,304
SP05,G2,P15,2022-09-24,9548,796
SP08,G5,P04,2022-09-24,3024,178
SP17,G4,P01,2022-09-24,12257,409
SP05,G3,P01,2022-09-24,5327,184
SP18,G6,P11,2022-09-24,784,33
SP08,G6,P13,2022-09-25,5824,278
SP25,G4,P22,2022-09-25,11354,494
SP11,G3,P15,2022-09-25,7245,725
SP16,G4,P12,2022-09-25,2870,160
SP25,G4,P09,2022-09-25,721,91
SP04,G2,P01,2022-09-25,1274,42
SP15,G6,P03,2022-09-25,12187,717
SP19,G4,P05,2022-09-25,17969,899
SP19,G5,P17,2022-09-25,2471,103
SP13,G6,P13,2022-09-25,2296,100
SP21,G4,P03,2022-09-25,10801,636
SP01,G5,P07,2022-09-25,3031,117
SP01,G2,P12,2022-09-25,112,11
SP03,G5,P17,2022-09-25,329,14
SP03,G4,P12,2022-09-25,9590,600
SP09,G3,P07,2022-09-25,3220,115
SP04,G1,P11,2022-09-25,9660,358
SP08,G1,P14,2022-09-25,9737,886
SP05,G6,P15,2022-09-25,3899,488
SP10,G6,P18,2022-09-26,1477,48
SP15,G5,P10,2022-09-26,4242,152
SP25,G2,P19,2022-09-26,8946,895
SP25,G1,P09,2022-09-26,14504,1813
SP15,G4,P18,2022-09-26,6433,202
SP06,G3,P11,2022-09-26,9261,343
SP20,G4,P13,2022-09-26,756,38
SP03,G2,P15,2022-09-26,4018,447
SP12,G5,P08,2022-09-26,168,9
SP03,G3,P17,2022-09-26,4004,149
SP13,G5,P08,2022-09-26,6272,299
SP08,G1,P19,2022-09-26,5215,348
SP03,G4,P10,2022-09-26,3094,148
SP21,G5,P08,2022-09-26,9324,583
SP23,G6,P16,2022-09-26,20447,758
SP07,G1,P15,2022-09-26,14189,1183
SP13,G1,P20,2022-09-26,6503,434
SP06,G2,P12,2022-09-26,2212,202
SP11,G4,P21,2022-09-26,2975,142
SP14,G2,P14,2022-09-29,4788,342
SP13,G2,P14,2022-09-29,9604,565
SP21,G4,P07,2022-09-29,616,24
SP20,G2,P02,2022-09-29,7644,695
SP07,G1,P02,2022-09-29,4193,263
SP18,G5,P05,2022-09-29,6132,307
SP20,G4,P20,2022-09-29,7896,376
SP22,G4,P16,2022-09-29,2576,96
SP13,G1,P04,2022-09-29,2821,157
SP07,G5,P11,2022-09-29,12103,485
SP02,G3,P20,2022-09-29,5271,377
SP12,G2,P15,2022-09-29,5117,512
SP08,G6,P09,2022-09-30,4767,434
SP04,G1,P17,2022-09-30,20076,670
SP25,G4,P06,2022-09-30,2583,185
SP20,G4,P09,2022-09-30,14210,2030
SP01,G3,P15,2022-09-30,4403,315
SP03,G5,P10,2022-09-30,12985,619
SP14,G3,P13,2022-09-30,1358,68
SP01,G1,P15,2022-09-30,203,19
SP06,G5,P06,2022-09-30,1281,99
SP22,G5,P16,2022-09-30,13475,539
SP19,G6,P14,2022-09-30,1547,119
SP04,G1,P03,2022-09-30,6013,317
SP20,G5,P19,2022-09-30,10703,1071
SP10,G3,P11,2022-09-30,7630,306
SP21,G2,P06,2022-09-30,5369,384
SP03,G5,P21,2022-09-30,7917,360
SP02,G5,P06,2022-09-30,259,17
SP10,G2,P16,2022-10-01,3115,112
SP14,G6,P06,2022-10-01,10731,537
SP18,G6,P06,2022-10-01,2352,181
SP03,G2,P08,2022-10-01,5138,303
SP17,G1,P09,2022-10-01,1428,102
SP07,G5,P13,2022-10-01,3598,157
SP04,G5,P06,2022-10-01,10528,555
SP15,G3,P11,2022-10-02,2100,70
SP21,G1,P01,2022-10-02,6797,262
SP14,G2,P17,2022-10-02,6202,249
SP05,G5,P01,2022-10-02,8001,348
SP08,G2,P05,2022-10-02,13832,814
SP13,G2,P19,2022-10-02,1568,121
SP13,G6,P07,2022-10-02,3129,112
SP05,G5,P11,2022-10-02,6944,278
SP14,G6,P16,2022-10-02,7672,265
SP08,G6,P08,2022-10-02,4137,197
SP14,G2,P03,2022-10-02,1365,72
SP12,G4,P04,2022-10-02,7238,453
SP14,G4,P03,2022-10-02,10500,457
SP18,G2,P20,2022-10-02,6790,453
SP14,G1,P19,2022-10-02,7203,515
SP22,G1,P15,2022-10-02,6202,443
SP02,G2,P14,2022-10-05,8351,696
SP24,G1,P19,2022-10-05,980,109
SP11,G5,P13,2022-10-05,12908,562
SP09,G3,P19,2022-10-05,4473,320
SP04,G1,P18,2022-10-06,3066,93
SP16,G1,P07,2022-10-06,4053,177
SP04,G6,P08,2022-10-06,3024,152
SP13,G5,P16,2022-10-07,2100,68
SP20,G5,P10,2022-10-07,2555,112
SP09,G6,P16,2022-10-07,6559,243
SP19,G3,P06,2022-10-07,8176,390
SP04,G6,P03,2022-10-07,17675,884
SP18,G5,P15,2022-10-07,11004,1223
SP25,G4,P01,2022-10-07,2233,77
SP05,G2,P01,2022-10-07,16359,712
SP06,G6,P19,2022-10-07,3192,228
SP14,G3,P06,2022-10-07,5313,380
SP19,G3,P04,2022-10-07,1841,97
SP02,G6,P10,2022-10-07,9884,396
SP04,G4,P14,2022-10-07,3066,205
SP09,G3,P18,2022-10-07,11207,362
SP11,G1,P02,2022-10-07,6321,452
SP10,G1,P09,2022-10-07,5299,663
SP02,G5,P21,2022-10-08,11578,552
SP25,G1,P08,2022-10-08,4298,239
SP16,G5,P15,2022-10-08,9548,682
SP10,G4,P10,2022-10-08,5663,236
SP10,G6,P10,2022-10-08,329,15
SP10,G4,P05,2022-10-08,9275,489
SP12,G5,P11,2022-10-08,77,3
SP10,G1,P04,2022-10-08,4256,224
SP23,G6,P03,2022-10-09,4018,237
SP15,G6,P05,2022-10-09,6699,479
SP24,G2,P13,2022-10-09,4571,241
SP05,G5,P13,2022-10-09,4193,200
SP18,G2,P09,2022-10-09,392,28
SP11,G6,P03,2022-10-09,3192,146
SP05,G3,P22,2022-10-09,154,7
SP06,G6,P07,2022-10-09,5502,212
SP14,G6,P09,2022-10-09,4389,439
SP08,G5,P08,2022-10-09,12215,764
SP13,G6,P09,2022-10-09,1960,140
SP23,G1,P12,2022-10-09,994,77
SP19,G4,P10,2022-10-09,3731,150
SP22,G2,P22,2022-10-12,11851,456
SP18,G4,P18,2022-10-12,7798,289
SP10,G4,P08,2022-10-12,658,32
SP18,G1,P15,2022-10-12,18963,1355
SP10,G1,P08,2022-10-12,574,34
SP12,G3,P18,2022-10-12,763,28
SP16,G3,P02,2022-10-12,1295,108
SP12,G2,P10,2022-10-12,1281,61
SP19,G3,P15,2022-10-12,6657,606
SP16,G3,P05,2022-10-12,1533,110
SP21,G6,P08,2022-10-12,2534,121
SP23,G2,P14,2022-10-12,3808,224
SP09,G4,P08,2022-10-12,7637,425
SP12,G3,P02,2022-10-13,5397,416
SP01,G5,P16,2022-10-13,5649,202
SP20,G3,P07,2022-10-13,2996,116
SP04,G5,P16,2022-10-13,2247,87
SP09,G2,P09,2022-10-13,1092,84
SP13,G1,P05,2022-10-13,4368,292
SP01,G3,P14,2022-10-13,868,87
SP07,G2,P01,2022-10-13,8729,364
SP13,G2,P08,2022-10-13,2065,130
SP07,G4,P08,2022-10-13,6293,274
SP05,G4,P19,2022-10-13,7602,761
SP16,G3,P03,2022-10-13,10150,598
SP10,G6,P03,2022-10-13,11081,739
SP14,G2,P04,2022-10-13,588,27
SP22,G6,P19,2022-10-13,3710,413
SP24,G4,P04,2022-10-14,371,27
SP21,G4,P13,2022-10-14,2254,119
SP12,G5,P22,2022-10-14,2345,112
SP01,G5,P02,2022-10-14,18473,2053
SP04,G2,P16,2022-10-14,1680,58
SP17,G2,P13,2022-10-14,4508,215
SP02,G5,P04,2022-10-15,8463,385
SP19,G1,P15,2022-10-15,931,117
SP13,G3,P06,2022-10-15,12460,623
SP02,G5,P01,2022-10-15,868,37
SP21,G6,P18,2022-10-15,301,13
SP10,G1,P15,2022-10-15,434,37
SP17,G6,P22,2022-10-15,2058,115
SP25,G3,P14,2022-10-15,9597,873
SP16,G1,P03,2022-10-16,13314,784
SP21,G6,P15,2022-10-16,630,70
SP04,G2,P04,2022-10-16,8918,446
SP15,G1,P18,2022-10-16,7133,223
SP23,G5,P12,2022-10-16,1638,97
SP16,G1,P02,2022-10-16,8253,551
SP02,G1,P01,2022-10-16,5950,192
SP13,G4,P02,2022-10-16,7000,875
SP15,G3,P16,2022-10-16,2030,89
SP23,G1,P03,2022-10-16,8337,439
SP03,G1,P01,2022-10-16,1876,79
SP09,G3,P06,2022-10-16,9352,446
SP02,G1,P02,2022-10-16,5621,625
SP03,G1,P09,2022-10-16,6062,674
SP17,G2,P04,2022-10-16,5054,266
SP10,G2,P11,2022-10-16,7581,237
SP13,G2,P10,2022-10-16,7763,353
SP14,G5,P14,2022-10-16,9387,626
SP01,G3,P13,2022-10-16,966,57
SP12,G1,P03,2022-10-16,5278,278
SP19,G4,P14,2022-10-16,18354,1669
SP16,G1,P10,2022-10-16,1330,61
SP24,G3,P06,2022-10-16,1155,83
SP17,G2,P09,2022-10-16,4669,667
SP08,G3,P12,2022-10-16,4676,293
SP11,G2,P11,2022-10-16,602,21
SP22,G5,P08,2022-10-19,13090,770
SP15,G5,P07,2022-10-19,11928,459
SP09,G5,P11,2022-10-19,4634,145
SP02,G6,P20,2022-10-19,5292,252
SP19,G6,P22,2022-10-19,9065,378
SP04,G6,P10,2022-10-19,12299,560
SP11,G4,P18,2022-10-19,6818,273
SP02,G4,P20,2022-10-19,3773,252
SP13,G6,P02,2022-10-19,5138,367
SP09,G5,P20,2022-10-19,4557,269
SP01,G5,P03,2022-10-19,2751,138
SP18,G5,P19,2022-10-19,10906,779
SP20,G2,P21,2022-10-19,5621,256
SP13,G2,P13,2022-10-20,2471,155
SP05,G2,P14,2022-10-20,6139,410
SP12,G2,P07,2022-10-20,2807,128
SP18,G5,P04,2022-10-20,8169,454
SP13,G5,P05,2022-10-20,8785,586
SP01,G4,P22,2022-10-20,5628,256
SP11,G2,P14,2022-10-20,1302,77
SP18,G5,P22,2022-10-20,9282,387
SP04,G2,P18,2022-10-20,4046,162
SP22,G3,P07,2022-10-20,10605,442
SP06,G1,P02,2022-10-20,5929,539
SP08,G3,P18,2022-10-20,2611,105
SP03,G1,P15,2022-10-20,7686,769
SP07,G2,P14,2022-10-20,2786,164
SP22,G1,P19,2022-10-20,4123,516
SP17,G6,P21,2022-10-20,1477,78
SP05,G6,P17,2022-10-20,12040,416
SP13,G6,P12,2022-10-20,4340,310
SP15,G4,P21,2022-10-20,2639,126
SP14,G4,P09,2022-10-21,7931,1322
SP13,G4,P07,2022-10-21,1078,45
SP19,G5,P13,2022-10-21,8680,362
SP18,G4,P08,2022-10-21,8967,427
SP14,G2,P11,2022-10-21,12075,465
SP05,G6,P12,2022-10-21,4396,294
SP11,G4,P16,2022-10-21,2877,96
SP14,G4,P04,2022-10-21,1659,104
SP16,G5,P19,2022-10-21,616,42
SP08,G6,P03,2022-10-21,7021,469
SP23,G2,P19,2022-10-21,3255,296
SP20,G3,P15,2022-10-21,5516,613
SP22,G6,P14,2022-10-21,18039,1289
SP11,G6,P18,2022-10-21,12593,394
SP18,G4,P16,2022-10-21,1981,67
SP05,G2,P04,2022-10-21,6552,410
SP08,G2,P04,2022-10-21,10682,629
SP16,G6,P19,2022-10-21,11046,789
SP22,G2,P05,2022-10-21,4263,225
SP01,G6,P09,2022-10-21,5558,464
SP23,G3,P18,2022-10-22,4214,128
SP09,G1,P13,2022-10-22,7301,406
SP04,G3,P19,2022-10-22,4473,373
SP10,G4,P11,2022-10-22,11081,462
SP24,G4,P05,2022-10-22,1120,75
SP18,G3,P08,2022-10-22,10297,430
SP20,G6,P02,2022-10-22,1869,234
SP10,G1,P13,2022-10-22,12229,644
SP16,G2,P04,2022-10-22,7707,482
SP02,G2,P18,2022-10-22,1351,55
SP12,G1,P16,2022-10-22,7035,252
SP01,G4,P07,2022-10-22,3178,114
SP10,G4,P19,2022-10-22,3668,408
SP07,G3,P09,2022-10-22,15295,1700
SP18,G2,P18,2022-10-22,9667,323
SP20,G5,P03,2022-10-22,7308,488
SP07,G2,P04,2022-10-22,6888,328
SP23,G1,P08,2022-10-22,1085,46
SP13,G4,P22,2022-10-22,3549,148
SP15,G4,P09,2022-10-23,245,21
SP04,G5,P21,2022-10-23,525,24
SP25,G4,P18,2022-10-23,9373,313
SP02,G2,P08,2022-10-23,3822,225
SP14,G1,P05,2022-10-23,4326,206
SP21,G5,P06,2022-10-23,427,23
SP20,G3,P03,2022-10-23,12236,816
SP05,G4,P13,2022-10-23,4655,259
SP11,G4,P08,2022-10-23,1246,78
SP07,G4,P17,2022-10-23,11291,452
SP05,G1,P02,2022-10-26,5530,395
SP03,G3,P14,2022-10-26,7658,851
SP17,G2,P05,2022-10-26,1204,67
SP21,G3,P16,2022-10-26,7238,250
SP03,G5,P11,2022-10-26,2359,91
SP16,G2,P05,2022-10-26,4676,234
SP19,G2,P21,2022-10-26,4893,233
SP12,G6,P21,2022-10-26,5152,258
SP09,G5,P18,2022-10-27,3808,142
SP09,G3,P22,2022-10-27,6538,273
SP14,G6,P14,2022-10-27,3486,249
SP01,G5,P11,2022-10-27,4865,174
SP23,G6,P14,2022-10-27,4606,384
SP22,G4,P17,2022-10-27,35,2
SP03,G6,P20,2022-10-27,6069,304
SP01,G1,P17,2022-10-27,21,1
SP05,G4,P01,2022-10-27,8071,299
SP11,G2,P19,2022-10-27,2716,194
SP15,G1,P09,2022-10-27,7574,842
SP20,G6,P05,2022-10-27,931,52
SP21,G4,P04,2022-10-27,9499,500
SP23,G1,P09,2022-10-27,350,25
SP01,G6,P03,2022-10-27,371,20
SP12,G6,P17,2022-10-27,10367,432
SP09,G3,P13,2022-10-27,9597,600
SP17,G5,P08,2022-10-27,2443,102
SP04,G6,P18,2022-10-27,3556,123
SP17,G4,P07,2022-10-27,2457,82
SP04,G6,P14,2022-10-27,16170,952
SP05,G4,P10,2022-10-27,8456,302
SP08,G4,P05,2022-10-27,28,2
SP02,G2,P13,2022-10-27,10794,450
SP18,G4,P21,2022-10-27,7539,444
SP01,G6,P17,2022-10-28,2982,120
SP18,G2,P05,2022-10-28,6237,347
SP12,G3,P14,2022-10-28,11564,1285
SP15,G4,P05,2022-10-28,105,7
SP03,G1,P16,2022-10-29,10402,417
SP12,G5,P12,2022-10-29,20993,1235
SP07,G6,P08,2022-10-29,7658,383
SP25,G3,P05,2022-10-29,1981,105
SP25,G3,P09,2022-10-29,4816,402
SP09,G1,P22,2022-10-29,3661,147
SP09,G1,P10,2022-10-29,2688,128
SP01,G5,P18,2022-10-29,2534,80
SP08,G6,P05,2022-10-29,1820,91
SP13,G2,P21,2022-10-29,5432,388
SP15,G2,P08,2022-10-30,7189,400
SP13,G4,P01,2022-10-30,6188,207
SP06,G2,P17,2022-10-30,3283,150
SP21,G3,P02,2022-10-30,6524,502
SP07,G5,P18,2022-10-30,5180,192
SP09,G5,P15,2022-10-30,12838,803
SP02,G4,P01,2022-10-30,4648,194
SP08,G5,P22,2022-10-30,3031,127
SP01,G5,P20,2022-10-30,10990,785
SP09,G4,P12,2022-10-30,1078,72
SP09,G3,P14,2022-10-30,8218,822
SP22,G2,P15,2022-10-30,10381,944
SP03,G5,P01,2022-10-30,1085,41
SP03,G5,P15,2022-10-30,3052,191
SP10,G5,P01,2022-11-03,4214,151
SP11,G5,P19,2022-11-03,3178,245
SP13,G5,P19,2022-11-03,3066,384
SP19,G1,P12,2022-11-03,9485,949
SP12,G3,P04,2022-11-03,3955,264
SP24,G6,P03,2022-11-03,6538,312
SP07,G4,P01,2022-11-03,10178,329
SP18,G2,P17,2022-11-03,7882,359
SP06,G5,P05,2022-11-03,5943,372
SP06,G6,P02,2022-11-03,4088,256
SP07,G1,P10,2022-11-03,749,28
SP23,G1,P01,2022-11-03,13958,451
SP07,G1,P03,2022-11-03,5901,296
SP25,G4,P02,2022-11-03,6342,793
SP15,G2,P14,2022-11-03,315,19
SP03,G3,P15,2022-11-03,147,14
SP15,G2,P11,2022-11-03,10213,365
SP19,G2,P13,2022-11-03,8484,386
SP07,G3,P06,2022-11-03,532,26
SP18,G6,P04,2022-11-03,8785,550
SP05,G1,P20,2022-11-03,8001,572
SP21,G1,P09,2022-11-03,364,37
SP02,G1,P12,2022-11-03,2331,138
SP19,G2,P02,2022-11-03,7665,480
SP24,G5,P20,2022-11-03,2905,224
SP24,G6,P13,2022-11-03,6230,260
SP02,G4,P02,2022-11-03,2758,345
SP01,G1,P19,2022-11-03,2352,181
SP02,G6,P16,2022-11-03,2779,93
SP05,G4,P18,2022-11-03,7,1
SP10,G5,P07,2022-11-04,3213,111
SP20,G4,P04,2022-11-04,9275,489
SP05,G4,P04,2022-11-04,4368,199
SP17,G4,P10,2022-11-04,10633,409
SP08,G1,P04,2022-11-04,11319,708
SP03,G3,P20,2022-11-04,8799,518
SP18,G2,P10,2022-11-04,2695,104
SP02,G6,P14,2022-11-04,245,25
SP21,G4,P15,2022-11-04,3647,406
SP02,G1,P18,2022-11-04,6412,257
SP11,G4,P22,2022-11-04,2905,112
SP02,G3,P11,2022-11-04,13650,427
SP07,G1,P21,2022-11-04,623,37
SP02,G3,P19,2022-11-04,5131,514
SP02,G4,P09,2022-11-04,8722,970
SP22,G6,P15,2022-11-05,1211,87
SP13,G5,P02,2022-11-05,2002,126
SP05,G1,P12,2022-11-05,2100,175
SP02,G2,P15,2022-11-05,2765,231
SP20,G1,P16,2022-11-05,9198,318
SP25,G6,P03,2022-11-05,5852,391
SP23,G1,P10,2022-11-05,17892,746
SP12,G6,P07,2022-11-05,5117,223
SP14,G5,P03,2022-11-05,3024,144
SP17,G4,P20,2022-11-05,3479,174
SP11,G2,P13,2022-11-05,1554,74
SP23,G2,P03,2022-11-05,2884,145
SP18,G5,P20,2022-11-05,4774,299
SP12,G4,P12,2022-11-05,3556,238
SP03,G1,P02,2022-11-05,7742,484
SP04,G2,P12,2022-11-05,917,51
SP11,G4,P06,2022-11-06,8176,546
SP10,G6,P12,2022-11-06,14357,1026
SP06,G1,P07,2022-11-06,4669,187
SP01,G2,P18,2022-11-06,13608,504
SP06,G2,P06,2022-11-06,2933,140
SP15,G2,P03,2022-11-06,7056,471
SP23,G5,P03,2022-11-06,10024,627
SP03,G1,P11,2022-11-06,4438,154
SP09,G6,P02,2022-11-07,14413,1602
SP19,G4,P07,2022-11-07,4305,160
SP14,G4,P02,2022-11-07,1729,133
SP09,G6,P08,2022-11-07,91,5
SP05,G3,P12,2022-11-07,637,49
SP21,G2,P14,2022-11-07,10178,727
SP12,G5,P09,2022-11-07,1358,170
SP08,G6,P01,2022-11-07,3423,111
SP19,G5,P05,2022-11-07,4291,253
SP05,G3,P04,2022-11-07,4970,332
SP25,G3,P11,2022-11-07,6874,265
SP21,G5,P07,2022-11-07,4550,198
SP19,G4,P20,2022-11-07,1652,92
SP24,G4,P14,2022-11-07,1946,163
SP22,G6,P03,2022-11-07,8407,526
SP01,G6,P13,2022-11-07,2422,143
SP25,G2,P01,2022-11-07,4788,178
SP02,G5,P05,2022-11-07,294,17
SP12,G6,P06,2022-11-10,5453,390
SP15,G3,P22,2022-11-10,7378,352
SP13,G5,P14,2022-11-10,10710,670
SP15,G3,P03,2022-11-10,2807,156
SP25,G2,P09,2022-11-10,9044,754
SP25,G6,P01,2022-11-10,5446,195
SP21,G3,P05,2022-11-10,16065,1236
SP11,G3,P03,2022-11-10,3682,168
SP21,G6,P06,2022-11-10,2548,142
SP09,G4,P17,2022-11-10,3052,114
SP02,G1,P15,2022-11-10,623,52
SP23,G4,P19,2022-11-10,3738,468
